Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
寡,"[""적다"", ""과부""]","[""カ""]",[],"[""적을 과""]",N1
痢,"[""설사""]","[""リ""]",[],"[""설사 리""]",N1
庸,"[""평범하다"", ""고용하다""]","[""ヨウ""]",[],"[""쓸 용""]",N1
坑,"[""구덩이""]","[""コウ""]",[],"[""구덩이 갱""]",N1
藍,"[""쪽빛"", ""남빛""]","[""ラン""]","[""あい""]","[""쪽 람""]",N1
賊,"[""도적"", ""산적""]","[""ゾク""]",[],"[""도둑 적""]",N1
搾,"[""짜다""]","[""サク""]","[""しぼ(る)""]","[""짤 착""]",N1
畔,"[""논둑"", ""물가""]","[""ハン""]",[],"[""밭두둑 반""]",N1
唄,"[""노래""]",[],"[""うた""]","[""염불소리 패""]",N1
孔,"[""구멍""]","[""コウ、ク""]",[],"[""구멍 공""]",N1
呂,"[""음률""]","[""ロ""]",[],"[""법칙 려""]",N1
拷,"[""고문하다""]","[""ゴウ""]",[],"[""칠 고""]",N1
嬢,"[""처녀"", ""색시"", ""아가씨""]","[""ジョウ""]",[],"[""아가씨 양""]",N1
渓,"[""계곡"", ""골짜기""]","[""ケイ""]",[],"[""시내 계""]",N1
翁,"[""노인 남성""]","[""オウ""]",[],"[""늙은이 옹""]",N1
廉,"[""청렴하다"", ""저렴하다""]","[""レン""]",[],"[""청렴할 렴""]",N1
謹,"[""삼가다"", ""주의하다""]","[""キン""]","[""つつし(む)""]","[""삼갈 근""]",N1
瞳,"[""눈동자""]","[""ドウ""]","[""ひとみ""]","[""눈동자 동""]",N1
湧,"[""지하에서 물이 솟아나오다""]","[""ユウ""]","[""わ(く)""]","[""물 솟을 용""]",N1
窯,"[""가마"", ""도기""]","[""ヨウ""]","[""かま""]","[""기와 가마 요""]",N1
褒,"[""칭찬하다""]","[""ホウ""]","[""ほ(める)""]","[""기릴 포""]",N1
醜,"[""못생긴"", ""추한"", ""흉한""]","[""シュウ""]","[""みにく(い)""]","[""추할 추""]",N1
升,"[""되/승(용량의 단위)""]","[""ショウ""]","[""ます""]","[""되 승""]",N1
殉,"[""순교하다"", ""따라 죽다""]","[""ジュン""]",[],"[""따라죽을 순""]",N1
煩,"[""번거롭다"", ""귀찮다"", ""번민하다""]","[""ハン、ボン""]","[""わずら(う)、わずら(わす)""]","[""번거로울 번""]",N1
劾,"[""추궁하다"", ""탄핵하다""]","[""ガイ""]",[],"[""꾸짖을 핵""]",N1
堕,"[""무너지다"", ""떨어지다""]","[""ダ""]",[],"[""떨어질 타""]",N1
租,"[""조세"", ""세금""]","[""ソ""]",[],"[""조세 조""]",N1
桟,"[""잔교"", ""가교""]","[""サン""]",[],"[""사다리 잔""]",N1
婿,"[""사위""]","[""セイ""]","[""むこ""]","[""사위 서""]",N1
慕,"[""그리워하다"", ""사모하다""]","[""ボ""]","[""した(う)""]","[""그릴 모""]",N1
罷,"[""중지하다"", ""그만두다""]","[""ヒ""]",[],"[""마칠 파""]",N1
矯,"[""바로잡다""]","[""キョウ""]","[""た(める)""]","[""바로잡을 교""]",N1
某,"[""아무개"", ""모~(모년"", ""모월"", ""모씨"", ""모국 등)""]","[""ボウ""]",[],"[""아무 모""]",N1
囚,"[""가두다"", ""갇히다""]","[""シュウ""]",[],"[""가둘 수""]",N1
虹,"[""무지개""]",[],"[""にじ""]","[""무지개 홍""]",N1
泌,"[""분비하다"", ""스며 나오다""]","[""ヒツ、ヒ""]",[],"[""분비할 비""]",N1
漸,"[""차츰차츰"", ""점점""]","[""ゼン""]",[],"[""점점 점""]",N1
蚊,"[""모기""]",[],"[""か""]","[""모기 문""]",N1
厄,"[""재앙"", ""재액""]","[""ヤク""]",[],"[""액 액""]",N1
藻,"[""물풀"", ""수초""]","[""ソウ""]","[""も""]","[""마름 조""]",N1
嫡,"[""본처"", ""정실""]","[""チャク""]",[],"[""정실 적""]",N1
嚇,"[""성내다"", ""위협하다"", ""화내다""]","[""カク""]",[],"[""성낼 혁""]",N1
凸,"[""볼록한""]","[""トツ""]",[],"[""볼록할 철""]",N1
韻,"[""운율"", ""운치""]","[""イン""]",[],"[""운 운""]",N1
霜,"[""서리""]","[""ソウ""]","[""しも""]","[""서리 상""]",N1
硝,"[""화약"", ""초석(질산칼륨)""]","[""ショウ""]",[],"[""화약 초""]",N1
勅,"[""어명"", ""임금의 명령""]","[""チョク""]",[],"[""칙서 칙""]",N1
棺,"[""관""]","[""カン""]",[],"[""널 관""]",N1
儒,"[""유교""]","[""ジュ""]",[],"[""선비 유""]",N1
愁,"[""우울한"", ""근심하는""]","[""シュウ""]","[""うれ(える)、うれ(い)""]","[""근심 수""]",N1
楼,"[""다락"", ""망루""]","[""ロウ""]",[],"[""다락 루""]",N1
眉,"[""눈썹""]","[""ビ、ミ""]","[""まゆ""]","[""눈썹 미""]",N1
薪,"[""장작""]","[""シン""]","[""たきぎ""]","[""섶 신""]",N1
褐,"[""갈색""]","[""カツ""]",[],"[""갈색 갈""]",N1
賜,"[""주다"", ""하사하다""]","[""シ""]","[""たまわ(る)""]","[""줄 사""]",N1
繕,"[""수선하다"", ""고치다""]","[""ゼン""]","[""つくろ(う)""]","[""기울 선""]",N1
栓,"[""마개""]","[""セン""]",[],"[""마개 전""]",N1
凹,"[""오목한""]","[""オウ""]",[],"[""오목할 요""]",N1
艶,"[""고운"", ""요염한""]","[""エン""]","[""つや""]","[""고울 염""]",N1
錬,"[""단련하다"", ""(금속을) 불리다""]","[""レン""]",[],"[""단련할 련""]",N1
衷,"[""한가운데"", ""속마음""]","[""チュウ""]",[],"[""속마음 충""]",N1
逐,"[""쫓아내다""]","[""チク""]",[],"[""쫓을 축""]",N1
斥,"[""물리치다"", ""배척하다""]","[""セキ""]",[],"[""물리칠 척""]",N1
詔,"[""칙령"", ""조서""]","[""ショウ""]","[""みことのり""]","[""조서 조""]",N1
憧,"[""동경하다""]","[""ショウ""]","[""あこが(れる)""]","[""동경할 동""]",N1
宵,"[""밤"", ""초저녁""]","[""ショウ""]","[""よい""]","[""밤 소""]",N1
妄,"[""망령된"", ""헛된""]","[""モウ、ボウ""]",[],"[""망령될 망""]",N1
酌,"[""술을 따르다""]","[""シャク""]","[""く(む)""]","[""술 부을 작""]",N1
蚕,"[""누에""]","[""サン""]","[""かいこ""]","[""누에 잠""]",N1
頒,"[""나누어주다"", ""널리 펴다""]","[""ハン""]",[],"[""나눌 반""]",N1
肢,"[""팔다리"", ""사지""]","[""シ""]",[],"[""팔다리 지""]",N1
謄,"[""베끼다"", ""복사하다""]","[""トウ""]",[],"[""베낄 등""]",N1
嗣,"[""후사를 잇다""]","[""シ""]",[],"[""이을 사""]",N1
畝,"[""이랑(토지 면적의 단위)""]",[],"[""うね""]","[""이랑 묘""]",N1
抄,"[""(일부를) 뽑아내다"", ""(필요한 것만) 뽑아서 기록하다""]","[""ショウ""]",[],"[""뽑을 초""]",N1
爽,"[""시원하고 상쾌하다""]","[""ソウ""]","[""さわ(やか)""]","[""시원할 상""]",N1
惰,"[""게으르다""]","[""ダ""]",[],"[""게으를 타""]",N1
蛮,"[""오랑캐"", ""야만"", ""미개""]","[""バン""]",[],"[""오랑캐 만""]",N1
旺,"[""왕성하다""]","[""オウ""]",[],"[""왕성할 왕""]",N1
壱,"[""숫자 1(법률 문서 등에서 사용)""]","[""イチ""]",[],"[""한 일""]",N1
瑠,"[""유리""]","[""ル""]",[],"[""맑은 유리 류""]",N1
侯,"[""제후"", ""후작""]","[""コウ""]",[],"[""제후 후""]",N1
弧,"[""호(곡선의 일부)""]","[""コ""]",[],"[""활 호""]",N1
附,"[""부속"", ""붙이다"", ""첨가하다""]","[""フ""]",[],"[""붙을 부""]",N1
但,"[""다만"", ""조건부""]",[],"[""ただ(し)""]","[""다만 단""]",N1
芋,"[""감자"", ""토란""]",[],"[""いも""]","[""토란 우""]",N1
婆,"[""할머니""]","[""バ""]",[],"[""할미 파""]",N1
倣,"[""모방하다"", ""본뜨다"", ""따르다""]","[""ホウ""]","[""なら(う)""]","[""본뜰 방""]",N1
倹,"[""검소한"", ""절약하는""]","[""ケン""]",[],"[""검소할 검""]",N1
繭,"[""고치""]","[""ケン""]","[""まゆ""]","[""고치 견""]",N1
且,"[""동시에"", ""또한""]",[],"[""か(つ)""]","[""또 차""]",N1
丙,"[""병('갑을병'의 병)""]","[""ヘイ""]",[],"[""셋째 천간 병""]",N1
伎,"[""재주"", ""광대""]","[""キ""]",[],"[""재간 기""]",N1
冶,"[""주물"", ""제련""]","[""ヤ""]",[],"[""풀무 야""]",N1
吏,"[""관리""]","[""リ""]",[],"[""벼슬아치 리""]",N1
塑,"[""(흙을) 빚다""]","[""ソ""]",[],"[""흙 빚을 소""]",N1
墾,"[""개간하다""]","[""コン""]",[],"[""개간할 간""]",N1
弐,"[""숫자 2""]","[""ニ""]",[],"[""두 이""]",N1
斤,"[""도끼"", ""근(무게의 단위)""]","[""キン""]",[],"[""도끼 근""]",N1
旦,"[""새벽"", ""아침""]","[""タン、ダン""]",[],"[""아침 단""]",N1
朕,"[""짐(임금의 자칭)""]","[""チン""]",[],"[""나 짐""]",N1
汰,"[""추려내다"", ""(물에) 씻다""]","[""タ""]",[],"[""일 태""]",N1
濫,"[""넘치다"", ""범람하다""]","[""ラン""]",[],"[""넘칠 람""]",N1
爵,"[""작위"", ""벼슬""]","[""シャク""]",[],"[""벼슬 작""]",N1
璃,"[""유리""]","[""リ""]",[],"[""유리 리""]",N1
痘,"[""마마"", ""천연두""]","[""トウ""]",[],"[""역질 두""]",N1
瞭,"[""명료한"", ""분명한""]","[""リョウ""]",[],"[""밝을 료""]",N1
箇,"[""개수(셈을 할 때 사용)""]","[""カ""]",[],"[""낱 개""]",N1
耗,"[""소모되다""]","[""モウ、コウ""]",[],"[""소모할 모""]",N1
虞,"[""우려하다"", ""근심하다""]",[],"[""おそれ""]","[""염려할 우""]",N1
謁,"[""알현하다"", ""배알하다""]","[""エツ""]",[],"[""뵐 알""]",N1
賦,"[""부과하다""]","[""フ""]",[],"[""부세 부""]",N1
遵,"[""(법칙/규칙 등을) 따르다"", ""준수하다""]","[""ジュン""]",[],"[""좇을 준""]",N1
采,"[""풍채"", ""모습""]","[""サイ""]",[],"[""풍채 채""]",N1
璽,"[""옥새""]","[""ジ""]",[],"[""옥새 새""]",N1
挨,"[""다가오다""]","[""アイ""]",[],"[""밀칠 애""]",N1
宛,"[""~앞으로 보내다""]",[],"[""あ(てる)""]","[""주소""]",N1
闇,"[""어둡다"", ""암흑""]",[],"[""やみ""]","[""숨을 암""]",N1
椅,"[""의자""]","[""イ""]",[],"[""의자 의""]",N1
畏,"[""두려워하다"", ""공경하다""]","[""イ""]","[""おそ(れる)""]","[""두려워할 외""]",N1
萎,"[""시들다"", ""생기를 잃다""]","[""イ""]","[""な(える)""]","[""시들 위""]",N1
茨,[],[],"[""いばら""]","[""가시나무""]",N1
咽,"[""목구멍""]","[""イン""]",[],"[""목구멍 인""]",N1
淫,"[""음란하다""]","[""イン""]","[""みだ(ら)""]","[""음란할 음""]",N1
臼,"[""절구""]","[""キュウ""]","[""うす""]","[""절구 구""]",N1
餌,"[""미끼""]","[""ジ""]","[""えさ、え""]","[""미끼 이""]",N1
怨,"[""원망하다""]","[""エン、オン""]",[],"[""원망할 원""]",N1
岡,"[""언덕(인명/지명한자)""]",[],"[""おか""]","[""산등성이 강""]",N1
臆,"[""가슴"", ""마음"", ""겁내다""]","[""オク""]",[],"[""가슴 억""]",N1
俺,"[""나(남성의 1인칭)""]",[],"[""おれ""]","[""나 암""]",N1
苛,"[""가혹하다""]","[""カ""]",[],"[""가혹할 가""]",N1
牙,"[""이"", ""엄니""]","[""ガ、ゲ""]","[""きば""]","[""어금니 아""]",N1
崖,"[""낭떠러지"", ""벼랑""]","[""ガイ""]","[""がけ""]","[""언덕 애""]",N1
蓋,"[""뚜껑"", ""덮개"", ""덮다""]","[""ガイ""]","[""ふた""]","[""덮을 개""]",N1
骸,"[""뼈"", ""해골"", ""백골""]","[""ガイ""]",[],"[""뼈 해""]",N1
柿,"[""감나무"", ""감""]",[],"[""かき""]","[""감나무 시""]",N1
顎,"[""턱""]","[""ガク""]","[""あご""]","[""턱 악""]",N1
葛,"[""칡""]","[""カツ""]","[""くず""]","[""칡 갈""]",N1
釜,"[""가마"", ""솥""]",[],[],"[""가마 부""]",N1
瓦,"[""기와""]","[""ガ""]","[""かわら""]","[""기와 와""]",N1
韓,"[""한국""]","[""カン""]",[],"[""한국 한""]",N1
玩,"[""장난감"", ""즐기다""]","[""ガン""]",[],"[""희롱할 완""]",N1
畿,"[""수도 주위의 땅(지명한자)""]","[""キ""]",[],"[""경기 기""]",N1
僅,"[""약간"", ""조금"", ""겨우""]","[""キン""]","[""わず(か)""]","[""겨우 근""]",N1
巾,"[""수건""]","[""キン""]",[],"[""수건 건""]",N1
串,"[""꼬챙이"", ""꼬치""]",[],"[""くし""]","[""꼬챙이 관""]",N1
窟,"[""굴"", ""동굴""]","[""クツ""]",[],"[""굴 굴""]",N1
稽,"[""자세히 생각하다"", ""고려하다"", ""헤아리다""]","[""ケイ""]",[],"[""상고할 계""]",N1
詣,"[""이르다"", ""도달하다"", ""참배하다""]","[""ケイ""]","[""もう(でる)""]","[""이를 예""]",N1
隙,"[""틈"", ""간극""]","[""ゲキ""]","[""すき""]","[""틈 극""]",N1
桁,"[""규모""]",[],"[""けた""]","[""자릿수""]",N1
鍵,"[""열쇠""]","[""ケン""]","[""かぎ""]","[""열쇠 건""]",N1
舷,"[""뱃전(배의 양쪽 가장자리 부분)""]","[""ゲン""]",[],"[""뱃전 현""]",N1
股,"[""넓적다리""]","[""コ""]","[""また""]","[""넓적다리 고""]",N1
乞,"[""빌다"", ""구걸하다""]",[],[],"[""빌 걸""]",N1
勾,"[""굽다""]","[""コウ""]",[],"[""굽을 구""]",N1
喉,"[""목구멍"", ""인후""]","[""コウ""]","[""のど""]","[""목구멍 후""]",N1
梗,"[""줄기"", ""막히다""]","[""コウ""]",[],"[""줄기/막힐 경""]",N1
頃,"[""때"", ""경"", ""무렵"", ""쯤"", ""시절""]",[],"[""ころ""]","[""이랑 경""]",N1
痕,"[""흔적"", ""자국"", ""흉터""]","[""コン""]","[""あと""]","[""흔적 흔""]",N1
挫,"[""꺾다"", ""꺾이다""]","[""ザ""]",[],"[""꺾을 좌""]",N1
塞,"[""변방"", ""요새"", ""막히다""]","[""ソク、サイ""]","[""ふさ(ぐ)、ふさ(がる)""]","[""변방 새/막힐 색""]",N1
阪,"[""경사면"", ""비탈(지명한자)""]","[""ハン""]","[""さか""]","[""언덕 판""]",N1
埼,"[""곶"", ""산부리(지명한자)""]",[],"[""さい""]","[""갑 기""]",N1
柵,"[""울타리""]","[""サク""]",[],"[""울타리 책""]",N1
拶,"[""인사말""]","[""サツ""]",[],"[""인사""]",N1
斬,"[""베다"", ""베어 죽이다""]","[""ザン""]","[""き(る)""]","[""벨 참""]",N1
叱,"[""꾸짖다"", ""야단치다""]","[""シツ""]","[""しか(る)""]","[""꾸짖을 질""]",N1
嫉,"[""질투""]","[""シツ""]",[],"[""미워할 질""]",N1
腫,"[""종기""]","[""シュ""]","[""は(れる)、は(らす)""]","[""종기 종""]",N1
呪,"[""주문"", ""저주""]","[""ジュ""]","[""のろ(う)""]","[""빌 주""]",N1
蹴,"[""차다""]","[""シュウ""]","[""け(る)""]","[""찰 축""]",N1
拭,"[""씻다"", ""닦다""]","[""ショク""]","[""ふ(く)、ぬぐ(う)""]","[""씻을 식""]",N1
尻,"[""엉덩이""]",[],"[""しり""]","[""꽁무니 고""]",N1
芯,"[""심지"", ""심""]","[""シン""]",[],"[""골풀 심""]",N1
腎,"[""신장"", ""콩팥""]","[""ジン""]",[],"[""콩팥 신""]",N1
裾,"[""옷단"", ""옷자락""]",[],"[""すそ""]","[""옷자락 거""]",N1
凄,"[""쓸쓸한"", ""처량한"", ""처참한""]","[""セイ""]",[],"[""쓸쓸할 처""]",N1
醒,"[""(술을)깨다"", ""깨닫다"", ""각성""]","[""セイ""]",[],"[""깰 성""]",N1
戚,"[""친척""]","[""セキ""]",[],"[""친척 척""]",N1
脊,"[""등"", ""등뼈""]","[""セキ""]",[],"[""등마루 척""]",N1
煎,"[""달이다"", ""조리다"", ""굽다""]","[""セン""]","[""い(る)""]","[""달일 전""]",N1
羨,"[""부러워하다""]","[""セン""]","[""うらや(む)、うらや(ましい)""]","[""부러워할 선""]",N1
腺,"[""생물체 내의 분비선""]","[""セン""]",[],"[""샘 선""]",N1
詮,"[""자세히 조사하다""]","[""セン""]",[],"[""설명할 전""]",N1
膳,"[""차려진 요리"", ""밥상""]","[""ゼン""]",[],"[""반찬 선""]",N1
曽,"[""증조부""]","[""ソウ""]",[],"[""일찍 증""]",N1
狙,"[""노리다"", ""겨냥하다""]","[""ソ""]","[""ねら(う)""]","[""엿볼 저""]",N1
遡,"[""거슬러 올라가다""]","[""ソ""]","[""さかのぼ(る)""]","[""거스를 소""]",N1
痩,"[""여위다"", ""마르다"", ""수척하다""]","[""ソウ""]","[""や(せる)""]","[""여윌 수""]",N1
捉,"[""붙잡다"", ""붙들다""]","[""ソク""]","[""とら(える)""]","[""잡을 착""]",N1
袖,"[""옷소매""]","[""シュウ""]","[""そで""]","[""소매 수""]",N1
遜,"[""겸손하다""]","[""ソン""]",[],"[""겸손할 손""]",N1
唾,"[""침"", ""타액""]","[""ダ""]","[""つば""]","[""침 타""]",N1
堆,"[""높이 쌓임"", ""퇴적""]","[""タイ""]",[],"[""쌓을 퇴""]",N1
戴,"[""머리에 이다"", ""얹다"", ""받들다""]","[""タイ""]",[],"[""일 대""]",N1
誰,"[""누구""]",[],"[""だれ""]","[""누구 수""]",N1
綻,"[""터지다"", ""벌어지다""]","[""タン""]","[""ほころ(びる)""]","[""터질 탄""]",N1
酎,"[""소주""]","[""チュウ""]",[],"[""전국술 주""]",N1
捗,"[""진척되다"", ""나아가다""]","[""チョク""]",[],"[""칠 척""]",N1
潰,"[""무너지다"", ""으깨다""]","[""カイ""]","[""つぶ(す)、つぶ(れる)""]","[""무너질 궤""]",N1
爪,"[""손톱"", ""발톱""]",[],"[""つめ、つま""]","[""손톱 조""]",N1
諦,"[""진실"", ""포기하다""]","[""テイ""]","[""あきら(める)""]","[""살필 체""]",N1
溺,"[""빠지다""]","[""デキ""]","[""おぼ(れる)""]","[""빠질 익""]",N1
塡,"[""메우다"", ""채우다""]","[""テン""]",[],"[""메울 전""]",N1
貼,"[""붙이다""]",[],"[""は(る)""]","[""붙일 첩""]",N1
妬,"[""질투""]","[""ト""]","[""ねた(む)""]","[""샘낼 투""]",N1
賭,"[""내기"", ""도박""]","[""ト""]","[""か(ける)""]","[""내기 도""]",N1
栃,[],[],"[""とち""]","[""칠엽수(지명한자)""]",N1
頓,"[""조아리다"", ""갑자기"", ""정돈하다""]","[""トン""]",[],"[""조아릴 돈""]",N1
謎,"[""수수께끼"", ""불가사의""]",[],"[""なぞ""]","[""수수께끼 미""]",N1
鍋,[],[],"[""なべ""]","[""냄비""]",N1
匂,"[""냄새"", ""향기""]",[],"[""にお(う)""]","[""향내 내""]",N1
捻,"[""비틀다"", ""꼬다""]","[""ネン""]",[],"[""비틀 염""]",N1
罵,"[""욕하다"", ""매도하다""]","[""バ""]","[""ののし(る)""]","[""꾸짖을 매""]",N1
剝,"[""벗겨내다"", ""빼앗다""]","[""ハク""]","[""は(がす)、は(ぐ)、は(がれる)、は(げる)""]","[""벗길 박""]",N1
箸,"[""젓가락""]",[],"[""はし""]","[""젓가락 저""]",N1
斑,"[""얼룩지다"", ""반점""]","[""ハン""]",[],"[""아롱질 반""]",N1
氾,"[""넘치다"", ""범람하다""]","[""ハン""]",[],"[""넘칠 범""]",N1
汎,"[""모든"", ""두루 아우르다""]","[""ハン""]",[],"[""넓을 범""]",N1
膝,"[""무릎""]",[],"[""ひざ""]","[""무릎 슬""]",N1
肘,"[""팔꿈치""]",[],"[""ひじ""]","[""팔꿈치 주""]",N1
阜,"[""언덕(지명한자)""]","[""フ""]",[],"[""언덕 부""]",N1
蔽,"[""덮다"", ""덮어 가리다""]","[""ヘイ""]",[],"[""덮을 폐""]",N1
蔑,"[""업신여기다"", ""멸시하다""]","[""ベツ""]","[""さげす(む)""]","[""업신여길 멸""]",N1
蜂,"[""벌"", ""꿀벌""]","[""ホウ""]","[""はち""]","[""벌 봉""]",N1
貌,"[""모양"", ""용모"", ""겉모습""]","[""ボウ""]",[],"[""모양 모""]",N1
頬,"[""뺨""]",[],"[""ほお""]","[""뺨 협""]",N1
勃,"[""갑자기 일어나다"", ""불끈 일어나다""]","[""ボツ""]",[],"[""일어날/노할 발""]",N1
昧,"[""어둡다"", ""어슴푸레하다""]","[""マイ""]",[],"[""어두울 매""]",N1
枕,"[""베개""]",[],"[""まくら""]","[""베개 침""]",N1
蜜,"[""꿀""]","[""ミツ""]",[],"[""꿀 밀""]",N1
冥,"[""어둡다""]","[""メイ、ミョウ""]",[],"[""어두울 명""]",N1
麺,"[""면"", ""국수""]","[""メン""]",[],"[""밀가루 면""]",N1
餅,"[""떡""]","[""ヘイ""]","[""もち""]","[""떡 병""]",N1
妖,"[""요염하다"", ""괴이하다""]","[""ヨウ""]","[""あや(しい)""]","[""요사할 요""]",N1
沃,"[""기름지다"", ""비옥하다""]","[""ヨク""]",[],"[""기름질 옥""]",N1
侶,"[""벗"", ""친구"", ""동료""]","[""リョ""]",[],"[""짝 려""]",N1
賂,"[""뇌물""]","[""ロ""]",[],"[""뇌물 뢰""]",N1
弄,"[""즐기다"", ""희롱하다""]","[""ロウ""]","[""もてあそ(ぶ)""]","[""희롱할 롱""]",N1
麓,"[""산기슭""]","[""ロク""]","[""ふもと""]","[""산기슭 록""]",N1
脇,"[""겨드랑이""]",[],"[""わき""]","[""겨드랑이 협""]",N1
丼,[],[],"[""どんぶり、どん""]","[""덮밥""]",N1
傲,"[""거만하다"", ""오만하다""]","[""ゴウ""]",[],"[""거만할 오""]",N1
刹,"[""절"", ""사찰""]","[""サツ、セツ""]",[],"[""절 찰""]",N1
哺,"[""먹이다"", ""먹여 기르다""]","[""ホ""]",[],"[""먹일 포""]",N1
喩,"[""비유하다""]","[""ユ""]",[],"[""깨우칠 유""]",N1
嗅,"[""냄새를 맡다""]","[""キュウ""]","[""か(ぐ)""]","[""맡을 후""]",N1
嘲,"[""비웃다"", ""조롱하다""]","[""チョウ""]","[""あざけ(る)""]","[""비웃을 조""]",N1
毀,"[""부수다"", ""훼손하다""]","[""キ""]",[],"[""헐 훼""]",N1
彙,"[""같은 종류"", ""동류""]","[""イ""]",[],"[""고슴도치/무리 휘""]",N1
恣,"[""마음대로"", ""제멋대로"", ""방자하다""]","[""シ""]",[],"[""마음대로/방자할 자""]",N1
