Kanji,Meanings,On Yomi,Kun Yomi,Pronunciations,Level
報,"[""갚다"", ""알리다""]","[""ホウ""]","[""むく(いる)""]","[""갚을/알릴 보""]",N2
済,"[""이루다"", ""끝나다"", ""마치다"", ""구하다""]","[""サイ""]","[""す(む)、す(ます)""]","[""건널 제""]",N2
解,"[""풀다"", ""분해하다"", ""풀어내다""]","[""カイ、ゲ""]","[""と(く)、と(ける)、と(かす)""]","[""풀 해""]",N2
資,"[""자본"", ""자금"", ""밑천""]","[""シ""]",[],"[""재물 자""]",N2
際,"[""사이"", ""경계"", ""만나다"", ""닿다""]","[""サイ""]","[""きわ""]","[""즈음 제""]",N2
査,"[""조사하다""]","[""サ""]",[],"[""조사할 사""]",N2
判,"[""판단하다"", ""판정하다""]","[""ハン、バン""]",[],"[""판단할 판""]",N2
認,"[""인정하다"", ""인식하다""]","[""ニン""]","[""みと(める)""]","[""알 인""]",N2
在,"[""있다"", ""존재하다""]","[""ザイ""]","[""あ(る)""]","[""있을 재""]",N2
件,"[""낱개"", ""건수"", ""사건""]","[""ケン""]",[],"[""물건 건""]",N2
団,"[""집단"", ""뭉치다""]","[""ダン、トン""]",[],"[""둥글 단""]",N2
任,"[""맡기다"", ""일임하다""]","[""ニン""]","[""まか(せる)、まか(す)""]","[""맡길 임""]",N2
論,"[""논하다"", ""논의"", ""이론""]","[""ロン""]",[],"[""논할 논""]",N2
増,"[""늘다"", ""증가하다""]","[""ゾウ""]","[""ま(す)、ふ(える)、ふ(やす)""]","[""더할 증""]",N2
情,"[""정"", ""정서"", ""마음"", ""인정""]","[""ジョウ、セイ""]","[""なさ(け)""]","[""뜻 정""]",N2
示,"[""보이다"", ""나타내다""]","[""ジ、シ""]","[""しめ(す)""]","[""보일 시""]",N2
基,"[""토대"", ""기초"", ""바탕"", ""근본""]","[""キ""]","[""もと、もとい""]","[""터 기""]",N2
革,"[""가죽"", ""개혁하다""]","[""カク""]","[""かわ""]","[""가죽 혁""]",N2
価,"[""가격"", ""값어치""]","[""カ""]","[""あたい""]","[""값 가""]",N2
確,"[""확실"", ""확인"", ""단단한""]","[""カク""]","[""たし(か)、たし(かめる)""]","[""굳을 확""]",N2
勢,"[""기세"", ""세력"", ""형세""]","[""セイ""]","[""いきお(い)""]","[""형세 세""]",N2
減,"[""줄다"", ""덜다"", ""감소하다""]","[""ゲン""]","[""へ(る)、へ(らす)""]","[""덜 감""]",N2
容,"[""담다"", ""수용하다"", ""얼굴/용모"", ""용서하다""]","[""ヨウ""]",[],"[""얼굴 용""]",N2
応,"[""응하다"", ""반응하다""]","[""オウ""]","[""こた(える)""]","[""응할 응""]",N2
演,"[""넓게 미치다"", ""펼치다""]","[""エン""]",[],"[""펼 연""]",N2
歳,"[""나이(~세)""]","[""サイ、セイ""]",[],"[""해 세""]",N2
能,"[""능력""]","[""ノウ""]",[],"[""능할 능""]",N2
再,"[""다시"", ""다시 하다""]","[""サイ、サ""]","[""ふたた(び)""]","[""두 재""]",N2
格,"[""격"", ""지위"", ""신분""]","[""カク、コウ""]",[],"[""격식 격""]",N2
疑,"[""의심하다""]","[""ギ""]","[""うたが(う)""]","[""의심할 의""]",N2
過,"[""넘치다"", ""지나치다"", ""잘못"", ""죄""]",[],"[""す(ぎる)、す(ごす)、あやま(つ)、あやま(ち)""]","[""지날 과""]",N2
税,"[""세금""]","[""ゼイ""]",[],"[""세금 세""]",N2
検,"[""검사하다""]","[""ケン""]",[],"[""검사할 검""]",N2
常,"[""보통의"", ""일반적인"", ""한결같은""]","[""ジョウ""]","[""つね、とこ""]","[""항상 상""]",N2
状,"[""상황"", ""문서""]","[""ジョウ""]",[],"[""형상 상/문서 장""]",N2
営,"[""경영하다"", ""사업하다""]","[""エイ""]","[""いとな(む)""]","[""경영할 영""]",N2
職,"[""직업"", ""직무""]","[""ショク""]",[],"[""직분 직""]",N2
与,"[""주다"", ""관여하다""]","[""ヨ""]","[""あた(える)""]","[""줄 여""]",N2
供,"[""바치다"", ""제공하다"", ""올리다""]","[""キョウ、ク""]","[""そな(える)、とも""]","[""이바지할 공""]",N2
可,"[""가능하다"", ""허가하다""]","[""カ""]",[],"[""옳을 가""]",N2
構,"[""만들다"", ""구축하다""]","[""コウ""]","[""かま(える)、かま(う)""]","[""얽을 구""]",N2
割,"[""베다"", ""가르다"", ""나누다""]","[""カツ""]","[""わ(る)、わり、わ(れる)、さ(く)""]","[""벨 할""]",N2
比,"[""비교하다""]",[],"[""くら(べる)""]","[""견줄 비""]",N2
難,"[""어렵다""]","[""ナン""]","[""むずか(しい)、かた(い)""]","[""어려울 난""]",N2
防,"[""막다"", ""지키다""]","[""ボウ""]","[""ふせ(ぐ)""]","[""막을 방""]",N2
補,"[""보충하다"", ""보태다""]","[""ホ""]","[""おぎな(う)""]","[""기울 보""]",N2
優,"[""뛰어난"", ""우아한"", ""상냥한""]","[""ユウ""]","[""やさ(しい)、すぐ(れる)""]","[""넉넉할/뛰어날 우""]",N2
収,"[""거두다"", ""수습하다""]","[""シュウ""]","[""おさ(める)、おさ(まる)""]","[""거둘 수""]",N2
断,"[""끊다"", ""결정하다""]","[""ダン""]","[""た(つ)、ことわ(る)""]","[""끊을 단""]",N2
違,"[""다르다"", ""틀리다"", ""어긋나다""]","[""イ""]","[""ちが(う)、ちが(える)""]","[""어긋날 위""]",N2
境,"[""경계"", ""범위"", ""땅""]","[""キョウ、ケイ""]","[""さかい""]","[""지경 경""]",N2
規,"[""규범"", ""규칙"", ""규정"", ""표준""]","[""キ""]",[],"[""법 규""]",N2
術,"[""기술"", ""재주"", ""술수""]","[""ジュツ""]",[],"[""재주 술""]",N2
展,"[""늘어놓다"", ""펼치다"", ""퍼지다""]","[""テン""]",[],"[""펼 전""]",N2
導,"[""이끌다""]","[""ドウ""]","[""みちび(く)""]","[""인도할 도""]",N2
備,"[""준비하다"", ""갖추다"", ""구비하다""]","[""ビ""]","[""そな(える)、そな(わる)""]","[""갖출 비""]",N2
宅,"[""집"", ""댁""]","[""タク""]",[],"[""집 택""]",N2
条,"[""조항"", ""조목""]","[""ジョウ""]",[],"[""조목 조""]",N2
独,"[""혼자"", ""홀로""]","[""ドク""]","[""ひと(り)""]","[""홀로 독""]",N2
警,"[""경계하다"", ""조심하다""]","[""ケイ""]",[],"[""경계할 경""]",N2
輸,"[""나르다"", ""운반하다""]","[""ユ""]",[],"[""보낼 수""]",N2
訪,"[""방문하다""]","[""ホウ""]","[""おとず(れる)、たず(ねる)""]","[""찾을 방""]",N2
述,"[""말하다"", ""진술하다""]","[""ジュツ""]","[""の(べる)""]","[""펼 술""]",N2
率,"[""이끌다"", ""비율""]","[""ソツ、リツ""]","[""ひき(いる)""]","[""거느릴 솔/비율 률""]",N2
武,"[""무력"", ""무"", ""강함""]","[""ブ、ム""]",[],"[""호반 무""]",N2
域,"[""지역"", ""영역"", ""경계""]","[""イキ""]",[],"[""지경 역""]",N2
張,"[""펴다"", ""넓히다"", ""당기다"", ""뻗치다""]","[""チョウ""]","[""は(る)""]","[""베풀 장""]",N2
限,"[""제한"", ""한계"", ""한도""]","[""ゲン""]","[""かぎ(る)""]","[""한할 한""]",N2
額,"[""이마"", ""금액"", ""액자""]","[""ガク""]","[""ひたい""]","[""이마 액""]",N2
環,"[""고리"", ""두르다""]","[""カン""]",[],"[""고리 환""]",N2
欧,"[""유럽""]","[""オウ""]",[],"[""토할 구""]",N2
担,"[""메다"", ""부담하다""]","[""タン""]","[""かつ(ぐ)、にな(う)""]","[""멜 담""]",N2
退,"[""물러나다"", ""사양하다"", ""멀리하다""]","[""タイ""]","[""しりぞ(く)、しりぞ(ける)""]","[""물러날 퇴""]",N2
準,"[""기준"", ""준하다"", ""갖추다""]","[""ジュン""]",[],"[""준할 준""]",N2
造,"[""만들다"", ""짓다""]","[""ゾウ""]","[""つく(る)""]","[""지을 조""]",N2
被,"[""덮다"", ""덮이다""]","[""ヒ""]","[""こうむ(る)""]","[""입을 피""]",N2
技,"[""기술"", ""재주"", ""솜씨""]","[""ギ""]","[""わざ""]","[""재주 기""]",N2
復,"[""되돌아가다"", ""회복하다"", ""보복하다""]","[""フク""]",[],"[""회복할 복/다시 부""]",N2
渡,"[""건너다"", ""건네주다""]","[""ト""]","[""わた(る)、わた(す)""]","[""건널 도""]",N2
移,"[""옮기다""]","[""イ""]","[""うつ(る)、うつ(す)""]","[""옮길 이""]",N2
個,"[""갯수"", ""개인"", ""개별""]","[""コ""]",[],"[""낱 개""]",N2
評,"[""비평하다"", ""품평하다""]","[""ヒョウ""]",[],"[""평할 평""]",N2
若,"[""젊다"", ""어리다"", ""만약"", ""약간""]","[""ジャク、ニャク""]","[""わか(い)、も(しくは)""]","[""같을 약""]",N2
脳,"[""뇌""]","[""ノウ""]",[],"[""골 뇌""]",N2
含,"[""머금다"", ""포함하다""]","[""ガン""]","[""ふく(む)、ふく(める)""]","[""머금을 함""]",N2
蔵,"[""창고"", ""간직하다""]","[""ゾウ""]","[""くら""]","[""감출 장""]",N2
非,"[""아니다"", ""옳지 않은"", ""어긋난""]",[],[],"[""아닐 비""]",N2
段,"[""단계"", ""등급"", ""계단""]","[""ダン""]",[],"[""층계 단""]",N2
製,"[""제조하다"", ""만들다""]","[""セイ""]",[],"[""지을 제""]",N2
況,"[""상황"", ""실황""]","[""キョウ""]",[],"[""상황 황""]",N2
財,"[""재물"", ""재산""]","[""ザイ、サイ""]",[],"[""재물 재""]",N2
識,"[""지식"", ""알다""]","[""シキ""]",[],"[""알 식""]",N2
呼,"[""부르다"", ""(숨을)내쉬다""]","[""コ""]","[""よ(ぶ)""]","[""부를 호""]",N2
針,"[""바늘"", ""침""]","[""シン""]","[""はり""]","[""바늘 침""]",N2
専,"[""오로지"", ""전념하다""]","[""セン""]","[""もっぱ(ら)""]","[""오로지 전""]",N2
程,"[""규정"", ""정도"", ""여정""]","[""テイ""]","[""ほど""]","[""한도 정""]",N2
値,"[""값"", ""가치""]","[""チ""]","[""ね、あたい""]","[""값 치""]",N2
突,"[""세차게 부딪치다"", ""찌르다"", ""갑작스러운""]","[""トツ""]","[""つ(く)""]","[""갑자기 돌""]",N2
接,"[""접하다"", ""접촉하다"", ""잇다""]","[""セツ""]","[""つ(ぐ)""]","[""이을 접""]",N2
授,"[""주다"", ""전수하다""]","[""ジュ""]","[""さず(ける)、さず(かる)""]","[""줄 수""]",N2
効,"[""효과"", ""효능"", ""효율""]","[""コウ""]","[""き(く)""]","[""본받을 효""]",N2
湾,"[""(바닷가의) 만"", ""물굽이""]","[""ワン""]",[],"[""물굽이 만""]",N2
処,"[""머무르다"", ""처리하다""]","[""ショ""]",[],"[""곳 처""]",N2
旧,"[""오랜"", ""옛날""]","[""キュウ""]",[],"[""옛 구""]",N2
否,"[""부정"", ""아니다""]","[""ヒ""]","[""いな""]","[""아닐 부""]",N2
師,"[""전문가"", ""기술자"", ""스승"", ""지도자""]","[""シ""]",[],"[""스승 사""]",N2
批,"[""비평하다""]","[""ヒ""]",[],"[""비평할 비""]",N2
易,"[""바꾸다"", ""쉽다"", ""운세""]","[""エキ、イ""]","[""やさ(しい)""]","[""바꿀 역/쉬울 이""]",N2
存,"[""존재하다"", ""있다""]","[""ソン、ゾン""]",[],"[""있을 존""]",N2
券,"[""표"", ""증서"", ""권(증권/채권 등)""]","[""ケン""]",[],"[""문서 권""]",N2
座,"[""자리"", ""좌석"", ""앉다""]","[""ザ""]","[""すわ(る)""]","[""자리 좌""]",N2
破,"[""깨뜨리다"", ""파괴하다""]",[],"[""やぶ(る)、やぶ(れる)""]","[""깨뜨릴 파""]",N2
編,"[""엮다"", ""편찬하다"", ""편집하다""]","[""ヘン""]","[""あ(む)""]","[""엮을 편""]",N2
捜,"[""찾다"", ""수색하다""]","[""ソウ""]","[""さが(す)""]","[""찾을 수""]",N2
除,"[""제거하다"", ""없애다""]","[""ジョ、ジ""]","[""のぞ(く)""]","[""덜 제""]",N2
降,"[""내리다"", ""내려오다"", ""항복하다""]","[""コウ""]","[""お(りる)、お(ろす)、ふ(る)""]","[""내릴 강/항복할 항""]",N2
超,"[""뛰어넘다"", ""초월하다""]","[""チョウ""]","[""こ(える)、こ(す)""]","[""뛰어넘을 초""]",N2
責,"[""책임"", ""꾸짖다"", ""책망하다""]","[""セキ""]","[""せ(める)""]","[""꾸짖을 책""]",N2
並,"[""나란히""]","[""ヘイ""]","[""な(み)、なら(べる)、なら(ぶ)、なら(びに)""]","[""나란히 병""]",N2
療,"[""치료하다"", ""고치다""]","[""リョウ""]",[],"[""고칠 료""]",N2
修,"[""수행하다"", ""수양하다""]","[""シュウ、シュ""]","[""おさ(める)、おさ(まる)""]","[""닦을 수""]",N2
捕,"[""붙잡다"", ""잡다""]","[""ホ""]","[""と(らえる)、と(らわれる)、と(る)、つか(まえる)、つか(まる)""]","[""잡을 포""]",N2
危,"[""위험하다"", ""위태롭다""]","[""キ""]","[""あぶ(ない)、あや(うい)、あや(ぶむ)""]","[""위태할 위""]",N2
採,"[""뽑다"", ""뽑아내다"", ""취하다""]","[""サイ""]","[""と(る)""]","[""캘 채""]",N2
拡,"[""확장하다"", ""넓히다""]","[""カク""]",[],"[""넓힐 확""]",N2
故,"[""까닭"", ""이유"", ""연고""]","[""コ""]","[""ゆえ""]","[""연고 고""]",N2
介,"[""끼이다"", ""중개하다""]","[""カイ""]",[],"[""끼일 개""]",N2
迎,"[""맞이하다"", ""영접하다"", ""마중하다""]","[""ゲイ""]","[""むか(える)""]","[""맞을 영""]",N2
販,"[""판매하다""]","[""ハン""]",[],"[""팔 판""]",N2
異,"[""다른"", ""괴이한""]","[""イ""]","[""こと""]","[""다를 이""]",N2
将,"[""장래"", ""앞으로"", ""장수""]","[""ショウ""]",[],"[""장차/장수 장""]",N2
因,"[""원인"", ""연유""]","[""イン""]","[""よ(る)""]","[""인할 인""]",N2
幅,"[""폭"", ""너비""]","[""フク""]","[""はば""]","[""폭 폭""]",N2
富,"[""부"", ""부유"", ""풍족""]","[""フ、フウ""]","[""と(む)、とみ""]","[""부유할 부""]",N2
彼,"[""상대방"", ""저쪽""]","[""ヒ""]","[""かれ、かの""]","[""저 피""]",N2
般,"[""일반""]","[""ハン""]",[],"[""일반 반""]",N2
貿,"[""무역하다""]","[""ボウ""]",[],"[""무역할 무""]",N2
講,"[""설명하다"", ""강의하다""]","[""コウ""]",[],"[""욀 강""]",N2
舞,"[""춤추다""]","[""ブ""]","[""ま(う)、まい""]","[""춤출 무""]",N2
装,"[""꾸미다"", ""치장하다""]","[""ソウ、ショウ""]","[""よそお(う)""]","[""꾸밀 장""]",N2
諸,"[""모두"", ""갖가지의""]","[""ショ""]",[],"[""모두 제""]",N2
亡,"[""망하다"", ""죽다""]",[],"[""な(い)""]","[""망할 망""]",N2
劇,"[""심하다"", ""연극""]","[""ゲキ""]",[],"[""심할 극""]",N2
河,"[""강""]","[""カ""]","[""かわ""]","[""물 하""]",N2
適,"[""알맞다"", ""적합하다""]","[""テキ""]",[],"[""맞을 적""]",N2
婦,"[""아내""]","[""フ""]",[],"[""며느리 부""]",N2
寄,"[""맡기다"", ""부치다"", ""들르다""]","[""キ""]","[""よ(る)、よ(せる)""]","[""부칠 기""]",N2
込,"[""붐비다"", ""들어가다"", ""속에 넣다""]",[],"[""こ(む)、こ(める)""]","[""담을 입""]",N2
余,"[""남다"", ""여분""]","[""ヨ""]","[""あま(る)、あま(す)""]","[""남을 여""]",N2
禁,"[""금지하다""]","[""キン""]",[],"[""금할 금""]",N2
逆,"[""거꾸로"", ""거스르다"", ""반항하다""]","[""ギャク""]","[""さか、さか(らう)""]","[""거스를 역""]",N2
換,"[""바꾸다"", ""교환하다""]","[""カン""]","[""か(える)、か(わる)""]","[""바꿀 환""]",N2
久,"[""오래다"", ""길다""]","[""キュウ、ク""]","[""ひさ(しい)""]","[""오랠 구""]",N2
妻,"[""아내"", ""처""]","[""サイ""]","[""つま""]","[""아내 처""]",N2
暴,"[""난폭한"", ""거친"", ""드러내다""]","[""ボウ、バク""]","[""あば(く)、あば(れる)""]","[""사나울 폭""]",N2
占,"[""점령하다"", ""점거하다"", ""점치다""]","[""セン""]","[""し(める)、うらな(う)""]","[""점령할/점칠 점""]",N2
背,"[""등"", ""뒤쪽/배후"", ""키"", ""배반하다""]","[""ハイ""]","[""せ、せい、そむ(く)、そむ(ける)""]","[""등 배""]",N2
険,"[""험하다"", ""위험하다""]","[""ケン""]","[""けわ(しい)""]","[""험할 험""]",N2
頼,"[""부탁하다"", ""의지하다"", ""신뢰하다""]","[""ライ""]","[""たの(む)、たの(もしい)、たよ(る)""]","[""의뢰할 뢰""]",N2
均,"[""고르다"", ""평균""]","[""キン""]",[],"[""고를 균""]",N2
途,"[""길""]","[""ト""]",[],"[""길 도""]",N2
圧,"[""누르다"", ""압력""]","[""アツ""]",[],"[""누를 압""]",N2
許,"[""허락하다"", ""허가하다""]","[""キョ""]","[""ゆる(す)""]","[""허락할 허""]",N2
署,"[""관청"", ""부서"", ""서명""]","[""ショ""]",[],"[""마을 서""]",N2
抜,"[""뽑다"", ""가려내다""]","[""バツ""]","[""ぬ(く)、ぬ(ける)、ぬ(かす)、ぬ(かる)""]","[""뽑을 발""]",N2
伸,"[""뻗다"", ""펴다""]","[""シン""]","[""の(びる)、の(ばす)、の(べる)""]","[""펼 신""]",N2
留,"[""머무르다"", ""남기다""]","[""リュウ、ル""]","[""と(める)、と(まる)""]","[""머무를 류""]",N2
罪,"[""죄"", ""허물""]","[""ザイ""]","[""つみ""]","[""허물 죄""]",N2
爆,"[""터지다"", ""폭발하다""]","[""バク""]",[],"[""터질 폭""]",N2
延,"[""늘이다"", ""늦어지다""]","[""エン""]","[""の(びる)、の(ばす)、の(べる)""]","[""늘일 연""]",N2
精,"[""정기"", ""정신"", ""순수한"", ""세밀한""]","[""セイ、ショウ""]",[],"[""정할 정""]",N2
則,"[""규칙"", ""법칙""]","[""ソク""]",[],"[""법칙 칙""]",N2
乱,"[""혼란한"", ""어지러운"", ""음란한""]","[""ラン""]","[""みだ(れる)、みだ(す)""]","[""어지러울 란""]",N2
普,"[""넓다"", ""보편적인""]","[""フ""]",[],"[""넓을 보""]",N2
測,"[""(길이/넓이/온도 등을)재다"", ""측정하다""]","[""ソク""]","[""はか(る)""]","[""헤아릴 측""]",N2
豊,"[""풍부한"", ""풍성한""]","[""ホウ""]","[""ゆた(か)""]","[""풍년 풍""]",N2
善,"[""착하다"", ""바르다""]","[""ゼン""]","[""よ(い)""]","[""착할 선""]",N2
婚,"[""혼인하다""]","[""コン""]",[],"[""혼인할 혼""]",N2
厚,"[""두껍다""]","[""コウ""]","[""あつ(い)""]","[""두터울 후""]",N2
齢,"[""나이""]","[""レイ""]",[],"[""나이 령""]",N2
略,"[""생각"", ""계책"", ""간략"", ""생략""]","[""リャク""]",[],"[""간략할 략""]",N2
承,"[""계승하다"", ""승낙하다""]","[""ショウ""]","[""うけたまわ(る)""]","[""이을 승""]",N2
浮,"[""뜨다"", ""떠오르다""]","[""フ""]","[""う(く)、う(かぶ)、う(かべる)、う(かれる)""]","[""뜰 부""]",N2
絶,"[""끊다"", ""끊어지다"", ""대단히""]","[""ゼツ""]","[""た(える)、た(やす)、た(つ)""]","[""끊을 절""]",N2
押,"[""누르다"", ""억누르다""]","[""オウ""]","[""お(す)、お(さえる)""]","[""누를 압""]",N2
倒,"[""넘어지다"", ""쓰러지다""]","[""トウ""]","[""たお(れる)、たお(す)""]","[""넘어질 도""]",N2
了,"[""마치다"", ""끝내다""]","[""リョウ""]",[],"[""마칠 료""]",N2
庁,"[""관청""]","[""チョウ""]",[],"[""관청 청""]",N2
城,"[""성(castle)""]","[""ジョウ""]","[""しろ""]","[""재 성""]",N2
層,"[""층"", ""계급""]","[""ソウ""]",[],"[""층 층""]",N2
版,"[""판"", ""출판"", ""장부""]","[""ハン""]",[],"[""판목 판""]",N2
絡,"[""잇다"", ""동여매다"", ""얽다""]","[""ラク""]","[""から(む)、から(まる)、から(める)""]","[""이을 락""]",N2
損,"[""손해보다"", ""상처내다""]","[""ソン""]","[""そこ(なう)、そこ(ねる)""]","[""덜 손""]",N2
募,"[""모집하다"", ""뽑다""]","[""ボ""]","[""つの(る)""]","[""모을 모""]",N2
裏,"[""내부"", ""뒷면"", ""이면""]","[""リ""]","[""うら""]","[""속 리""]",N2
払,"[""떨쳐내다"", ""털어버리다""]","[""フツ""]","[""はら(う)""]","[""떨칠 불""]",N2
仏,"[""부처""]","[""ブツ""]","[""ほとけ""]","[""부처 불""]",N2
績,"[""성과"", ""업적"", ""실을 뽑다""]","[""セキ""]",[],"[""길쌈할 적""]",N2
築,"[""쌓다"", ""짓다""]","[""チク""]","[""きず(く)""]","[""쌓을 축""]",N2
志,"[""목적"", ""목표""]","[""シ""]","[""こころざ(す)、こころざし""]","[""뜻 지""]",N2
混,"[""섞다"", ""섞이다"", ""혼잡한""]","[""コン""]","[""ま(じる)、ま(ざる)、ま(ぜる)、こ(む)""]","[""섞을 혼""]",N2
昇,"[""오르다"", ""상승하다""]","[""ショウ""]","[""のぼ(る)""]","[""오를 승""]",N2
勤,"[""근면하다"", ""근무하다""]","[""キン、ゴン""]","[""つと(める)、つと(まる)""]","[""부지런할 근""]",N2
遅,"[""늦다"", ""더디다""]","[""チ""]","[""おく(れる)、おく(らす)、おそ(い)""]","[""늦을 지""]",N2
居,"[""살다"", ""거주하다""]","[""キョ""]","[""い(る)""]","[""살 거""]",N2
雑,"[""잡다한"", ""뒤섞인"", ""난잡한"", ""잡스러운""]","[""ザツ、ゾウ""]",[],"[""섞일 잡""]",N2
招,"[""초대하다"", ""부르다""]","[""ショウ""]","[""まね(く)""]","[""부를 초""]",N2
困,"[""곤란하다""]","[""コン""]","[""こま(る)""]","[""곤할 곤""]",N2
永,"[""기나긴"", ""영원의""]","[""エイ""]","[""なが(い)""]","[""길 영""]",N2
著,"[""현저하다"", ""저명하다"", ""저술하다""]","[""チョ""]","[""あらわ(す)、いちじる(しい)""]","[""나타날 저""]",N2
誌,"[""기록하다"", ""~지(잡지 등)""]","[""シ""]",[],"[""기록할 지""]",N2
刊,"[""출판하다"", ""간행하다""]","[""カン""]",[],"[""새길 간""]",N2
像,"[""형체"", ""형상""]","[""ゾウ""]",[],"[""모양 상""]",N2
香,"[""향기""]","[""コウ、キョウ""]","[""か、かお(り)、かお(る)""]","[""향기 향""]",N2
更,"[""고치다"", ""갱신하다""]","[""コウ""]","[""さら、ふ(ける)、ふ(かす)""]","[""고칠 경/다시 갱""]",N2
刻,"[""새기다"", ""썰다"", ""조각하다""]","[""コク""]","[""きざ(む)""]","[""새길 각""]",N2
賛,"[""돕다"", ""칭찬하다""]","[""サン""]",[],"[""도울 찬""]",N2
抱,"[""안다"", ""품다""]","[""ホウ""]","[""だ(く)、いだ(く)、かか(える)""]","[""안을 포""]",N2
犯,"[""어기다"", ""범하다""]","[""ハン""]","[""おか(す)""]","[""범할 범""]",N2
布,"[""직물"", ""천"", ""베풀다"", ""퍼지다"", ""펴다""]","[""フ""]","[""ぬの""]","[""베/펼 포""]",N2
恐,"[""두려워하다""]","[""キョウ""]","[""おそ(れる)、おそ(ろしい)""]","[""두려울 공""]",N2
宇,"[""지붕"", ""집"", ""우주""]","[""ウ""]",[],"[""집 우""]",N2
戻,"[""돌려보내다""]","[""レイ""]","[""もど(す)、もど(る)""]","[""어그러질 려""]",N2
巨,"[""크다""]","[""キョ""]",[],"[""클 거""]",N2
震,"[""흔들리다"", ""떨리다"", ""지진""]","[""シン""]","[""ふる(う)、ふる(える)""]","[""우레 진""]",N2
越,"[""넘다"", ""능가하다""]","[""エツ""]","[""こ(す)、こ(える)""]","[""넘을 월""]",N2
欲,"[""탐내다"", ""욕심""]","[""ヨク""]","[""ほっ(する)、ほ(しい)""]","[""하고자 할 욕""]",N2
痛,"[""아프다"", ""고통""]","[""ツウ""]","[""いた(い)、いた(む)、いた(める)""]","[""아플 통""]",N2
触,"[""닿다"", ""접하다""]","[""ショク""]","[""ふ(れる)、さわ(る)""]","[""닿을 촉""]",N2
依,"[""의지하다"", ""의존하다""]","[""イ、エ""]",[],"[""의지할 의""]",N2
汚,"[""더럽다""]","[""オ""]","[""けが(す)、けが(れる)、けが(らわしい)、よご(す)、よご(れる)、きたな(い)""]","[""더러울 오""]",N2
枚,"[""매수"", ""장수""]","[""マイ""]",[],"[""낱 매""]",N2
互,"[""서로"", ""상호간의""]","[""ゴ""]","[""たが(い)""]","[""서로 호""]",N2
複,"[""겹치다"", ""중복되다""]","[""フク""]",[],"[""겹칠 복/부""]",N2
郵,"[""우편""]","[""ユウ""]",[],"[""우편 우""]",N2
似,"[""비슷하다"", ""닮다""]","[""ジ""]","[""に(る)""]","[""닮을 사""]",N2
恵,"[""은혜""]","[""ケイ、エ""]","[""めぐ(む)""]","[""은혜 혜""]",N2
探,"[""찾다""]","[""タン""]","[""さが(す)、さぐ(る)""]","[""찾을 탐""]",N2
逃,"[""달아나다"", ""도망치다""]","[""トウ""]","[""に(げる)、に(がす)、のが(す)、のが(れる)""]","[""도망할 도""]",N2
骨,"[""뼈""]","[""コツ""]","[""ほね""]","[""뼈 골""]",N2
傾,"[""기울다"", ""기울어지다""]","[""ケイ""]","[""かたむ(く)、かたむ(ける)""]","[""기울 경""]",N2
届,"[""보내주다""]",[],"[""とど(ける)、とど(く)""]","[""닿게 하다""]",N2
迷,"[""헤메다"", ""헷갈리다"", ""미혹되다""]","[""メイ""]","[""まよ(う)""]","[""미혹할 미""]",N2
夢,"[""꿈""]","[""ム""]","[""ゆめ""]","[""꿈 몽""]",N2
巻,"[""돌돌 말다"", ""감다"", ""두루마리"", ""책을 세는 단위(~권)""]","[""カン""]","[""ま(く)、まき""]","[""책/말 권""]",N2
燃,"[""불태우다"", ""불타다""]","[""ネン""]","[""も(える)、も(やす)、も(す)""]","[""탈 연""]",N2
閉,"[""닫다""]","[""ヘイ""]","[""と(じる)、と(ざす)、し(める)、し(まる)""]","[""닫을 폐""]",N2
緒,"[""실마리"", ""시작"", ""처음""]","[""ショ、チョ""]","[""お""]","[""실마리 서""]",N2
駐,"[""머무르다""]","[""チュウ""]",[],"[""머무를 주""]",N2
賃,"[""임금"", ""보수"", ""요금""]","[""チン""]",[],"[""품삯 임""]",N2
紹,"[""소개하다""]","[""ショウ""]",[],"[""이을 소""]",N2
雇,"[""고용하다""]","[""コ""]","[""やと(う)""]","[""품 팔 고""]",N2
暮,"[""저녁"", ""황혼"", ""세월을 보내다""]","[""ボ""]","[""く(れる)、く(らす)""]","[""저물 모""]",N2
替,"[""교체하다"", ""바꾸다""]","[""タイ""]","[""か(える)、か(わる)""]","[""바꿀 체""]",N2
預,"[""맡기다""]","[""ヨ""]","[""あず(ける)、あず(かる)""]","[""맡길 예""]",N2
簡,"[""간략하다""]","[""カン""]",[],"[""대쪽 간""]",N2
臓,"[""내장""]","[""ゾウ""]",[],"[""오장 장""]",N2
律,"[""음률"", ""법률"", ""계율"", ""주기율 등""]","[""リツ、リチ""]",[],"[""법칙 률""]",N2
贈,"[""증여하다""]","[""ゾウ、ソウ""]","[""おく(る)""]","[""줄 증""]",N2
宙,"[""허공"", ""하늘"", ""우주""]","[""チュウ""]",[],"[""집 주""]",N2
薄,"[""엷다"", ""얇다""]","[""ハク""]","[""うす(い)、うす(める)、うす(まる)、うす(らぐ)、うす(れる)""]","[""엷을 박""]",N2
群,"[""무리"", ""떼""]","[""グン""]","[""む(れる)、む(れ)、むら""]","[""무리 군""]",N2
操,"[""잡다"", ""조종하다"", ""지조"", ""절개""]","[""ソウ""]","[""みさお、あやつ(る)""]","[""잡을 조""]",N2
奥,"[""깊은"", ""심오한"", ""안쪽""]","[""オウ""]","[""おく""]","[""깊을 오""]",N2
